grammar_point_id,level_min,level_max,row_order,category_zh,category_en,category_name_zh,category_name_en,subitem_zh,subitem_en,content_zh,content_en,review_status,source_id,source_locator_zh,source_locator_en,notes
hsk26-g2-030,2,2,30,词类,Word classes,助词,Particles,结构助词,Structural particles,得、地,得、地,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17195,reference/HSK_SYLLABUS_EN.md:17197,
hsk26-g2-031,2,2,31,词类,Word classes,助词,Particles,动态助词,Aspect particles,过,过,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17196,reference/HSK_SYLLABUS_EN.md:17198,
hsk26-g2-032,2,2,32,词类,Word classes,助词,Particles,动态助词,Aspect particles,着,着,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17197,reference/HSK_SYLLABUS_EN.md:17199,
hsk26-g2-033,2,2,33,词类,Word classes,助词,Particles,语气助词,Modal particles,呢4、吧2、的2、啊1,呢4、吧2、的2、啊1,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17198,reference/HSK_SYLLABUS_EN.md:17200,
hsk26-g2-034,2,2,34,词类,Word classes,助词,Particles,基本结构类型,Basic structural types,动补短语1,verb-complement phrases 1,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17199,reference/HSK_SYLLABUS_EN.md:17201,
hsk26-g2-035,2,2,35,短语,Phrases,结构类型,Structural types,其他结构类型,Other structural types,（1）“的”字短语,(1) “的” phrases,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17200,reference/HSK_SYLLABUS_EN.md:17202,
hsk26-g2-036,2,2,36,短语,Phrases,结构类型,Structural types,其他结构类型,Other structural types,（2）连谓短语,(2) serial-verb phrases,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17201,reference/HSK_SYLLABUS_EN.md:17203,
hsk26-g2-037,2,2,37,短语,Phrases,结构类型,Structural types,其他结构类型,Other structural types,（3）兼语短语,(3) pivotal phrases,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17202,reference/HSK_SYLLABUS_EN.md:17204,
hsk26-g2-038,2,2,38,短语,Phrases,功能类型,Functional types,名词性短语,Nominal phrases,,,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17203,reference/HSK_SYLLABUS_EN.md:17205,
hsk26-g2-039,2,2,39,短语,Phrases,功能类型,Functional types,动词性短语,Verbal phrases,,,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17204,reference/HSK_SYLLABUS_EN.md:17206,
hsk26-g2-040,2,2,40,短语,Phrases,功能类型,Functional types,形容词性短语,Adjectival phrases,,,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17205,reference/HSK_SYLLABUS_EN.md:17207,
hsk26-g2-041,2,2,41,短语,Phrases,固定短语,Fixed phrases,其他,Other,什么的,什么的,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17206,reference/HSK_SYLLABUS_EN.md:17208,
hsk26-g2-042,2,2,42,固定格式,Fixed formats,,,,,还是……吧,还是……吧,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17207,reference/HSK_SYLLABUS_EN.md:17209,
hsk26-g2-043,2,2,43,固定格式,Fixed formats,,,,,要/快要/就要……了,要/快要/就要……了,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17208,reference/HSK_SYLLABUS_EN.md:17210,
hsk26-g2-044,2,2,44,固定格式,Fixed formats,,,,,都……了,都……了,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17209,reference/HSK_SYLLABUS_EN.md:17211,
hsk26-g2-045,2,2,45,句子成分,Sentence components,主语,Subject,,,受事主语,patient subject,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17210,reference/HSK_SYLLABUS_EN.md:17212,
hsk26-g2-046,2,2,46,句子成分,Sentence components,谓语,Predicate,,,名词性短语作谓语,nominal phrases functioning as the predicate,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17211,reference/HSK_SYLLABUS_EN.md:17213,
hsk26-g2-047,2,2,47,句子成分,Sentence components,定语,Attributive,,,动词或动词性短语、主谓短语作定语,verbs/verbal phrases and subject-predicate phrases functioning as attributives,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17212,reference/HSK_SYLLABUS_EN.md:17214,
hsk26-g2-048,2,2,48,句子成分,Sentence components,补语,Complement,结果补语1,Result complements 1,动词+错/懂/好/会/完,verb + 错/懂/好/会/完,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17213,reference/HSK_SYLLABUS_EN.md:17215,
hsk26-g2-049,2,2,49,句子成分,Sentence components,补语,Complement,趋向补语1,Directional complements 1,简单趋向补语的趋向意义用法：（1）动词+来/去,directional-meaning use of simple directional complements: (1) verb + 来/去,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17214,reference/HSK_SYLLABUS_EN.md:17216,
hsk26-g2-050,2,2,50,句子成分,Sentence components,补语,Complement,趋向补语1,Directional complements 1,（2）动词+上/下/进/出/过/回,(2) verb + 上/下/进/出/过/回,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17215,reference/HSK_SYLLABUS_EN.md:17217,
hsk26-g2-051,2,2,51,句子成分,Sentence components,补语,Complement,趋向补语1,Directional complements 1,复合趋向补语的趋向意义用法：动词+出来/出去/过来/过去/回来/回去/进来/进去/起来/上来/上去/下来/下去,directional-meaning use of compound directional complements: verb + 出来/出去/过来/过去/回来/回去/进来/进去/起来/上来/上去/下来/下去,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17216,reference/HSK_SYLLABUS_EN.md:17218,
hsk26-g2-052,2,2,52,句子成分,Sentence components,补语,Complement,状态补语1,State complements 1,动词+得+形容词性短语,verb + 得 + adjectival phrase,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17217,reference/HSK_SYLLABUS_EN.md:17219,
hsk26-g2-053,2,2,53,句子成分,Sentence components,补语,Complement,数量补语2,Quantity complements 2,（1）表示动作持续的时间,(1) indicates the duration of an action,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17218,reference/HSK_SYLLABUS_EN.md:17220,
hsk26-g2-054,2,2,54,句子成分,Sentence components,补语,Complement,数量补语2,Quantity complements 2,（2）形容词+数量补语,(2) adjective + quantity complement,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17219,reference/HSK_SYLLABUS_EN.md:17221,
hsk26-g2-055,2,2,55,句子的类型,Sentence types,句型,Sentence patterns,单句,Simple sentences,主谓句4：主谓谓语句,subject-predicate sentence 4: subject-predicate-predicate sentence,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17220,reference/HSK_SYLLABUS_EN.md:17222,
hsk26-g2-056,2,2,56,句子的类型,Sentence types,句类,Sentence categories,疑问句,Interrogative sentences,用“还是”连接的选择问句,alternative questions connected with “还是”,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17221,reference/HSK_SYLLABUS_EN.md:17223,
hsk26-g2-057,2,2,57,句子的类型,Sentence types,句类,Sentence categories,祈使句,Imperative sentences,用“别”的祈使句,imperative sentences using “别”,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17222,reference/HSK_SYLLABUS_EN.md:17224,
hsk26-g2-058,2,2,58,句子的类型,Sentence types,特殊句式,Special sentence patterns,“是”字句2,“是” sentences 2,表示说明或特征,indicates explanation or characteristics,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17223,reference/HSK_SYLLABUS_EN.md:17225,
hsk26-g2-059,2,2,59,句子的类型,Sentence types,特殊句式,Special sentence patterns,“有”字句2,“有” sentences 2,表示达到,indicates reaching/attainment,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17224,reference/HSK_SYLLABUS_EN.md:17226,
hsk26-g2-060,2,2,60,句子的类型,Sentence types,特殊句式,Special sentence patterns,存现句2,Existential-presentative sentences 2,处所+动词+着(+数量短语)+名词,place + verb + 着 (+ numeral-measure phrase) + noun,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17225,reference/HSK_SYLLABUS_EN.md:17227,
hsk26-g2-061,2,2,61,句子的类型,Sentence types,特殊句式,Special sentence patterns,比较句1,Comparative sentences 1,（1）A比B+形容词,(1) A + 比 + B + adjective,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17226,reference/HSK_SYLLABUS_EN.md:17228,
hsk26-g2-062,2,2,62,句子的类型,Sentence types,特殊句式,Special sentence patterns,比较句1,Comparative sentences 1,（2）A比B+形容词+数量补语/程度补语,(2) A + 比 + B + adjective + quantity complement / degree complement,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17227,reference/HSK_SYLLABUS_EN.md:17229,
hsk26-g2-063,2,2,63,句子的类型,Sentence types,特殊句式,Special sentence patterns,比较句1,Comparative sentences 1,（3）A有/没有B（+这么/那么）+形容词,(3) A + 有/没有 + B (+ 这么/那么) + adjective,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17228,reference/HSK_SYLLABUS_EN.md:17230,
hsk26-g2-064,2,2,64,句子的类型,Sentence types,特殊句式,Special sentence patterns,比较句1,Comparative sentences 1,（4）A比B+动词+得+形容词/A+动词+得+比+B+形容词,(4) A + 比 + B + verb + 得 + adjective / A + verb + 得 + 比 + B + adjective,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17229,reference/HSK_SYLLABUS_EN.md:17231,
hsk26-g2-065,2,2,65,句子的类型,Sentence types,特殊句式,Special sentence patterns,“是……的”句1,“是……的” sentences 1,强调时间、地点、方式、动作者,"emphasizes time, place, manner, or doer",syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17230,reference/HSK_SYLLABUS_EN.md:17232,
hsk26-g2-066,2,2,66,句子的类型,Sentence types,特殊句式,Special sentence patterns,兼语句1,Pivotal sentences 1,表使令：主语+请/叫/让……+宾语1+动词+宾语2,causative/request meaning: subject + 请/叫/让…… + object 1 + verb + object 2,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17231,reference/HSK_SYLLABUS_EN.md:17233,
hsk26-g2-067,2,2,67,句子的类型,Sentence types,特殊句式,Special sentence patterns,双宾语句2,Double-object sentences 2,主语+动词+给+宾语1+宾语2,subject + verb + 给 + object 1 + object 2,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17232,reference/HSK_SYLLABUS_EN.md:17234,
hsk26-g2-068,2,2,68,句子的类型,Sentence types,复句,Complex sentences,选择复句,Alternative complex sentences,（是）……，还是……,（是）……，还是……,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17233,reference/HSK_SYLLABUS_EN.md:17235,
hsk26-g2-069,2,2,69,句子的类型,Sentence types,复句,Complex sentences,转折复句,Adversative complex sentences,虽然……，但是……,虽然……，但是……,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17234,reference/HSK_SYLLABUS_EN.md:17236,
hsk26-g2-070,2,2,70,句子的类型,Sentence types,复句,Complex sentences,因果复句,Causal complex sentences,因为……，所以……,因为……，所以……,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17235,reference/HSK_SYLLABUS_EN.md:17237,
hsk26-g2-071,2,2,71,句子的类型,Sentence types,复句,Complex sentences,紧缩复句,Contracted complex sentences,一……就……,一……就……,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17236,reference/HSK_SYLLABUS_EN.md:17238,
hsk26-g2-072,2,2,72,动作的态,Aspects of actions,,,持续态,Durative aspect,动词+着：（1）表示状态的持续,verb + 着: (1) indicates the continuation of a state,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17237,reference/HSK_SYLLABUS_EN.md:17239,
hsk26-g2-073,2,2,73,动作的态,Aspects of actions,,,持续态,Durative aspect,（2）表示动作的持续,(2) indicates the continuation of an action,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17238,reference/HSK_SYLLABUS_EN.md:17240,
hsk26-g2-074,2,2,74,动作的态,Aspects of actions,,,经历态,Experiential aspect,用动态助词“过”表示,expressed with the aspect particle “过”,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17239,reference/HSK_SYLLABUS_EN.md:17241,
hsk26-g2-075,2,2,75,特殊表达法,Special expressions,数的表达法,Number expressions,,,序数表示法2：数词+量词,ordinal expressions 2: numeral + measure word,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17240,reference/HSK_SYLLABUS_EN.md:17242,
hsk26-g2-076,2,2,76,特殊表达法,Special expressions,数的表达法,Number expressions,,,概数表达法1：（1）用“几”表示概数,approximate-number expressions 1: (1) using “几” to express an approximate number,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17241,reference/HSK_SYLLABUS_EN.md:17243,
hsk26-g2-077,2,2,77,特殊表达法,Special expressions,数的表达法,Number expressions,,,（2）数词+多+量词,(2) numeral + 多 + measure word,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17242,reference/HSK_SYLLABUS_EN.md:17244,
hsk26-g2-078,2,2,78,特殊表达法,Special expressions,数的表达法,Number expressions,,,（3）数词+量词+多,(3) numeral + measure word + 多,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17243,reference/HSK_SYLLABUS_EN.md:17245,
hsk26-g3-001,3,3,1,语素,Morphemes,前缀,Prefixes,,,老—,老—,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17249,reference/HSK_SYLLABUS_EN.md:17251,
hsk26-g3-002,3,3,2,语素,Morphemes,后缀,Suffixes,,,—家、—子、—员,—家、—子、—员,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17250,reference/HSK_SYLLABUS_EN.md:17252,
hsk26-g3-003,3,3,3,词类,Word classes,名词,Nouns,方位名词,Location nouns,东、南、西、北、北方、东方、南方、西方、中间,东、南、西、北、北方、东方、南方、西方、中间,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17251,reference/HSK_SYLLABUS_EN.md:17253,
hsk26-g3-004,3,3,4,词类,Word classes,动词,Verbs,能愿动词,Modal verbs,需要、该、应该、愿意、得,需要、该、应该、愿意、得,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17252,reference/HSK_SYLLABUS_EN.md:17254,
hsk26-g3-005,3,3,5,词类,Word classes,动词,Verbs,离合词,Separable words,动宾式离合词：放假、见面、结婚、洗澡,verb-object separable words: 放假、见面、结婚、洗澡,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17253,reference/HSK_SYLLABUS_EN.md:17255,
hsk26-g3-006,3,3,6,词类,Word classes,动词,Verbs,离合词,Separable words,动补式离合词：离开、完成、分开,verb-complement separable words: 离开、完成、分开,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17254,reference/HSK_SYLLABUS_EN.md:17256,
hsk26-g3-007,3,3,7,词类,Word classes,代词,Pronouns,疑问代词,Interrogative pronouns,怎样,怎样,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17255,reference/HSK_SYLLABUS_EN.md:17257,
hsk26-g3-008,3,3,8,词类,Word classes,代词,Pronouns,疑问代词,Interrogative pronouns,疑问代词的非疑问用法：（1）任指用法：①疑问代词+都……②疑问代词+疑问代词,non-interrogative uses of interrogative pronouns：（1）free-choice use：① interrogative pronoun + 都… ② interrogative pronoun + interrogative pronoun,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17256,reference/HSK_SYLLABUS_EN.md:17258,
hsk26-g3-009,3,3,9,词类,Word classes,代词,Pronouns,疑问代词,Interrogative pronouns,（2）不定指用法,(2) indefinite use,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17257,reference/HSK_SYLLABUS_EN.md:17259,
hsk26-g3-010,3,3,10,词类,Word classes,代词,Pronouns,人称代词,Personal pronouns,别人、咱们,别人、咱们,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17258,reference/HSK_SYLLABUS_EN.md:17260,
hsk26-g3-011,3,3,11,词类,Word classes,代词,Pronouns,指示代词,Demonstrative pronouns,别的、其他,别的、其他,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17259,reference/HSK_SYLLABUS_EN.md:17261,
hsk26-g3-012,3,3,12,词类,Word classes,量词,Measure words,名量词,Nominal measure words,（1）专用名量词：把、双、张、种、层、封、页、辆、节、所、班、段、头、句公斤、斤、角、毛、刻、米,（1）dedicated nominal measure words: 把、双、张、种、层、封、页、辆、节、所、班、段、头、句公斤、斤、角、毛、刻、米,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17260,reference/HSK_SYLLABUS_EN.md:17262,
hsk26-g3-013,3,3,13,词类,Word classes,量词,Measure words,名量词,Nominal measure words,（2）借用名量词：碗、盘,（2）borrowed nominal measure words: 碗、盘,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17261,reference/HSK_SYLLABUS_EN.md:17263,
hsk26-g3-014,3,3,14,词类,Word classes,量词,Measure words,动量词,Verbal measure words,口、回、遍、声,口、回、遍、声,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17262,reference/HSK_SYLLABUS_EN.md:17264,
hsk26-g3-015,3,3,15,词类,Word classes,量词,Measure words,量词重叠,Measure-word reduplication,个个、张张,个个、张张,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17263,reference/HSK_SYLLABUS_EN.md:17265,
hsk26-g3-016,3,3,16,词类,Word classes,副词,Adverbs,程度副词,Degree adverbs,比较、还3、更、特别、挺、有些、越、极,比较、还3、更、特别、挺、有些、越、极,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17264,reference/HSK_SYLLABUS_EN.md:17266,
hsk26-g3-017,3,3,17,词类,Word classes,副词,Adverbs,范围副词,Scope adverbs,就3、一块儿、一共、只、到处、只是,就3、一块儿、一共、只、到处、只是,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17265,reference/HSK_SYLLABUS_EN.md:17267,
hsk26-g3-018,3,3,18,词类,Word classes,副词,Adverbs,时间副词,Time adverbs,才1、马上、先、一会儿、刚、刚刚、一直,才1、马上、先、一会儿、刚、刚刚、一直,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17266,reference/HSK_SYLLABUS_EN.md:17268,
hsk26-g3-019,3,3,19,词类,Word classes,副词,Adverbs,频率副词,Frequency adverbs,总、总是、又、常常,总、总是、又、常常,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17267,reference/HSK_SYLLABUS_EN.md:17269,
hsk26-g3-020,3,3,20,词类,Word classes,副词,Adverbs,关联副词,Correlative adverbs,一边,一边,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17268,reference/HSK_SYLLABUS_EN.md:17270,
hsk26-g3-021,3,3,21,词类,Word classes,副词,Adverbs,情态副词,Modal adverbs,大概、必须、差不多、一定、好像、几乎,大概、必须、差不多、一定、好像、几乎,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17269,reference/HSK_SYLLABUS_EN.md:17271,
hsk26-g3-022,3,3,22,词类,Word classes,副词,Adverbs,语气副词,Modal adverbs,当然、其实、终于、才2、才3、就4,当然、其实、终于、才2、才3、就4,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17270,reference/HSK_SYLLABUS_EN.md:17272,
hsk26-g3-023,3,3,23,词类,Word classes,副词,Adverbs,否定副词,Negative adverbs,不必、不用,不必、不用,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17271,reference/HSK_SYLLABUS_EN.md:17273,
hsk26-g3-024,3,3,24,词类,Word classes,介词,Prepositions,引出对象,introducing an object/target,为1、向1、关于,为1、向1、关于,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17272,reference/HSK_SYLLABUS_EN.md:17274,
hsk26-g3-025,3,3,25,词类,Word classes,介词,Prepositions,引出方向、路径,introducing direction or route,向2,向2,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17273,reference/HSK_SYLLABUS_EN.md:17275,
hsk26-g3-026,3,3,26,词类,Word classes,介词,Prepositions,引出目的、原因,introducing purpose or reason,为了、为2,为了、为2,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17274,reference/HSK_SYLLABUS_EN.md:17276,
hsk26-g3-027,3,3,27,词类,Word classes,介词,Prepositions,引出施事、受事,introducing the agent or patient,把、被,把、被,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17275,reference/HSK_SYLLABUS_EN.md:17277,
hsk26-g3-028,3,3,28,词类,Word classes,介词,Prepositions,引出凭借、依据,introducing means or basis,根据,根据,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17276,reference/HSK_SYLLABUS_EN.md:17278,
hsk26-g3-029,3,3,29,词类,Word classes,连词,Conjunctions,连接词或者短语,connecting words or phrases,或、或者,或、或者,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17277,reference/HSK_SYLLABUS_EN.md:17279,
hsk26-g3-030,3,3,30,词类,Word classes,连词,Conjunctions,连接分句或句子,connecting clauses or sentences,只有、只要、不但、而且、如果、可1、可是、然后,只有、只要、不但、而且、如果、可1、可是、然后,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17278,reference/HSK_SYLLABUS_EN.md:17280,
hsk26-g3-031,3,3,31,词类,Word classes,助词,Particles,其他助词,Other particles,的话,的话,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17279,reference/HSK_SYLLABUS_EN.md:17281,
hsk26-g3-032,3,3,32,短语,Phrases,结构类型,Structural types,其他结构类型,Other structural types,同位短语,appositive phrases,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17280,reference/HSK_SYLLABUS_EN.md:17282,
hsk26-g3-033,3,3,33,短语,Phrases,结构类型,Structural types,其他结构类型,Other structural types,动补短语2,verb-complement phrases 2,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17281,reference/HSK_SYLLABUS_EN.md:17283,
hsk26-g3-034,3,3,34,短语,Phrases,结构类型,Structural types,其他结构类型,Other structural types,数量重叠：数词+量词+数词+量词,number-measure reduplication: numeral + measure word + numeral + measure word,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17282,reference/HSK_SYLLABUS_EN.md:17284,
hsk26-g3-035,3,3,35,短语,Phrases,固定短语,Fixed phrases,四字格,Four-character patterns,不A 不 B,不A 不 B,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17283,reference/HSK_SYLLABUS_EN.md:17285,
hsk26-g3-036,3,3,36,短语,Phrases,固定短语,Fixed phrases,其 他,Other,不一会儿,不一会儿,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17284,reference/HSK_SYLLABUS_EN.md:17286,
hsk26-g3-037,3,3,37,短语,Phrases,固定短语,Fixed phrases,其 他,Other,看来,看来,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17285,reference/HSK_SYLLABUS_EN.md:17287,
hsk26-g3-038,3,3,38,短语,Phrases,固定短语,Fixed phrases,其 他,Other,在……看来,在……看来,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17286,reference/HSK_SYLLABUS_EN.md:17288,
hsk26-g3-039,3,3,39,短语,Phrases,固定短语,Fixed phrases,其 他,Other,越来越,越来越,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17287,reference/HSK_SYLLABUS_EN.md:17289,
hsk26-g3-040,3,3,40,短语,Phrases,固定短语,Fixed phrases,其 他,Other,看起来,看起来,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17288,reference/HSK_SYLLABUS_EN.md:17290,
hsk26-g3-041,3,3,41,短语,Phrases,固定短语,Fixed phrases,其 他,Other,看上去,看上去,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17289,reference/HSK_SYLLABUS_EN.md:17291,
hsk26-g3-042,3,3,42,短语,Phrases,固定短语,Fixed phrases,其 他,Other,一般来说,generally speaking,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17290,reference/HSK_SYLLABUS_EN.md:17292,
hsk26-g3-043,3,3,43,短语,Phrases,固定短语,Fixed phrases,其 他,Other,不怎么样,不怎么样,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17291,reference/HSK_SYLLABUS_EN.md:17293,
hsk26-g3-044,3,3,44,固定格式,Fixed formats,,,,,除了 ……（以外），……还/也/都……,除了 ……（以外），……还/也/都……,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17292,reference/HSK_SYLLABUS_EN.md:17294,
hsk26-g3-045,3,3,45,固定格式,Fixed formats,,,,,从……起,从……起,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17293,reference/HSK_SYLLABUS_EN.md:17295,
hsk26-g3-046,3,3,46,固定格式,Fixed formats,,,,,对……来说,对……来说,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17294,reference/HSK_SYLLABUS_EN.md:17296,
hsk26-g3-047,3,3,47,固定格式,Fixed formats,,,,,一……也/都+不/没……,一……也/都+不/没……,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17295,reference/HSK_SYLLABUS_EN.md:17297,
hsk26-g3-048,3,3,48,固定格式,Fixed formats,,,,,一点儿也不,一点儿也不,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17296,reference/HSK_SYLLABUS_EN.md:17298,
hsk26-g3-049,3,3,49,固定格式,Fixed formats,,,,,越……越……,越……越……,syllabus_only,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:17297,reference/HSK_SYLLABUS_EN.md:17299,
